name,strong_point,prefecture_id,price,zip_code,address,access,hours,age,madori,land_area,house_area,built_time,notes,recommendation,shop_id,source,image_url1,image_url2,image_url3,image_url4,built_date
津市白山町,伊勢平野西部の青山高原のふもと、清流・雲出川の中流部に位置する物件です。広い屋敷には母屋、離れ、蔵、菜園地があり、陽当たり良好です。地続きの1反歩の畑と近くの2.6反歩の田を含みます。大阪・名古屋からのアクセスも良く、近くには榊原温泉郷、青山高原、ゴルフ場などがあります。民宿、古民家カフェ、料理店等にも利用できそうです。生活関連施設もそろっていて生活便利な田舎物件です。,三重県,800,,三重県津市白山町  ,近鉄大阪線榊原温泉口駅より４．３㎞  伊勢自動車道久居ICより１４．５㎞ ,,,4DK以上 南向き,"4,858.78㎡　",89.25㎡　,昭和28年,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=22262&dp=,http://www.inakanet.jp/cgi-bin/database/file/22262-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/22262-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/22262-4.jpg,http://www.inakanet.jp/cgi-bin/database/file/22262-3.jpg,
津市美杉町,旧美杉村、近くを伊勢本街道が通るのどかな山里の物件です。清流・雲出川の源流部で澄み切った空気感が漂っています。ローカル線のＪＲ名松線の終着駅・伊勢奥津駅から歩いてすぐです。建物は築80年の古民家で納屋がついています。地続きで100坪の畑用地と150坪の裏山があります。ロケーションのいい田舎暮らし物件です。,三重県,280,,三重県津市美杉町  ,JR名松線伊勢奥津駅より５００m  伊勢自動車道久居ＩＣより３６km ,,,4DK以上 ,"1,194.49㎡　",114.04㎡　,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=22089&dp=,http://www.inakanet.jp/cgi-bin/database/file/22089-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/22089-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/22089-4.jpg,http://www.inakanet.jp/cgi-bin/database/file/22089-3.jpg,
津市美杉町,旧美杉村の竹原地区、南方を清流・雲出川が流れ自然豊かな集落に位置する物件です。南だれの高台にあり開放感があります。建物は築60年位の古民家で建具等に昭和感の香る居宅です。奥戸さんも残っています。便所が現況ありませんので新設を要します。陽当たりのいい敷地には菜園地、竹林もあります。古民家カフェ、料理店、民宿などにも利用できそうです。お茶畑に心地よい風が吹き抜けるロケーションに恵まれた田舎暮らし物件です。,三重県,350,,三重県津市美杉町  ,JR名松線伊勢鎌倉駅より２．１㎞  伊勢自動車道久居ICより２３㎞ ,,,4DK以上 南向き,"1,107.36㎡",107.40㎡　,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=22084&dp=,http://www.inakanet.jp/cgi-bin/database/file/22084-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/22084-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/22084-4.jpg,http://www.inakanet.jp/cgi-bin/database/file/22084-3.jpg,
津市美杉町,高台にあり見晴らし・日当たり良好な物件です♪ 土地が約１８５坪あり母屋・離れ・広い屋根付き車庫兼作業場など付いています♪ 前庭・裏庭も広く菜園用地も十分あります！ 静かな田舎で自給自足をしながらのんびりと田舎暮らしを楽しみませんか(*ﾟ▽ﾟ*),三重県,260,,三重県津市美杉町竹原  ,名松線　伊勢鎌倉駅より車で約１０分   ,,,,613㎡,111.26㎡　　,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21968&dp=,http://www.inakanet.jp/cgi-bin/database/file/21968-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21968-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21968-4.jpg,http://www.inakanet.jp/cgi-bin/database/file/21968-3.jpg,
津市大里町,在所の一角にある古民家。家の中に入ると見事な造りです。,三重県,480,,三重県津市大里町山室  ,伊勢自動車道「芸濃」より6キロ   ,,,4DK以上 南西向き,403.30㎡,171.14㎡　,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21912&dp=,http://www.inakanet.jp/cgi-bin/database/file/21912-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21912-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21912-4.jpg,http://www.inakanet.jp/cgi-bin/database/file/21912-3.jpg,
津市美里町,青山高原の東側の集落にあります。素晴らしい眺望、建物はおしゃれに改装してある。敷地続きに菜園スペース、少し離れたところに農地があります。,三重県,1280,,三重県津市美里町平木  ,伊勢自動車道「津」ＩＣより17キロ   ,,,4DK以上 南向き,"1,900.96㎡　",190.58㎡,昭和25年ごろ,駐車場有り 5台,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21896&dp=,http://www.inakanet.jp/cgi-bin/database/file/21896-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21896-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21896-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21896-4.jpg,
津市美杉町,自然豊かな美杉町の高台に日当りの良い菜園用地付き物件が出ました(^^)/ こじんまりした平家建ての古民家です、水周りは所有者がリフォーム済みでそのままご入居できますよ(#^.^#) 昔ながらの土間におくどさんがあり懐かしい雰囲気があります。車で5分走れば、スーパーやコンビニ役所の出張所がありとても便利です。週末田舎暮らし利用に如何でしょう(^^♪,三重県,485,,三重県津市美杉町八知  ,JR名松線　伊勢八知駅より徒歩約２０分   ,,,3DK ,495.86㎡　　,70.91㎡　　,,"駐車場有り 
※ 高台にあり日当たり良好！
※ 土地約１５０坪！
※ 菜園用地付き！
※ 水回りリフォーム済み！
※ 土間におくどざん付き！",great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21708&dp=,http://www.inakanet.jp/cgi-bin/database/file/21708-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21708-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21708-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21708-4.jpg,
伊賀市島ヶ原,伊賀市の北部、旧大和街道沿いの島ヶ原という集落にあり、里山の風景を見下ろす高台に位置する物件です。建物は築60年位の良質材の使われた柱・梁・鴨居、風情のある建具等味わい深い古民家です。敷地内に菜園地がありますので野菜作り等お楽しみください。大阪・名古屋からのアクセスも良好です。ロケーション、陽当たりに恵まれた好田舎暮らし物件です。,三重県,850,,三重県伊賀市島ヶ原  ,ＪＲ関西本線島ヶ原駅より２．８㎞  名阪国道大内ＩＣより１２㎞ ,,,4DK以上 南向き,"1,089.86㎡　",249.94㎡　,,※ 土蔵有,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21537&dp=,http://www.inakanet.jp/cgi-bin/database/file/21537-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21537-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21537-4.jpg,http://www.inakanet.jp/cgi-bin/database/file/21537-3.jpg,
津市美里町,伊勢平野西部、布引山脈のふもとに位置する物件です。近くを旧伊賀街道が通り、桂畑川に沿った手付かずの自然は心を和ませてくれます。建物は築100年位の古民家で水回りはリフォームされています。敷地の南側は畑用地でその前を桂畑川が流れ、心地よい風が吹き抜けます。3反6畝の農地が付いています。大阪・名古屋からのアクセスも良好なおすすめの田舎暮らし物件です。,三重県,800,,三重県津市美里町  ,伊勢自動車道久居ＩＣより１５㎞  近鉄名古屋線久居駅より１６㎞ ,,,4DK以上 南向き,"4,397.65㎡　　",78.51㎡,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21519&dp=,http://www.inakanet.jp/cgi-bin/database/file/21519-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21519-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21519-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21519-4.jpg,
津市美杉町,伊勢本街道沿いの改装済み古民家・・・広い菜園.土蔵付き　今回、津市美杉町の旧伊勢本街道の宿場町で改装済みの古民家を販売します。家の前は江戸時代、お伊勢参りでたくさんの人々が行きかい賑わった通りで今も農家民宿が多く残っています。母屋の裏手には広い駐車場と広い菜園が付いており近隣の屋敷の中でも特別ゆったりした敷地となっています。家は近年昔の面影を残しつつ水周りを中心に改装しており、手直し不要ですぐにご利用いただけます。徒歩圏内に名所北畠神社などの観光施設や道の駅美杉等もあります。自然の残る長閑な環境です。是非一度現地をご見学下さい。,三重県,880,,三重県津市美杉町上多気  ,伊勢自動車道『一志嬉野』IC 約33㎞  JR名松線『伊勢奥津』駅　約4.7km  ,,,,"2,437.11㎡",130.76㎡,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21390&dp=,http://www.inakanet.jp/cgi-bin/database/file/21390-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21390-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21390-4.jpg,http://www.inakanet.jp/cgi-bin/database/file/21390-3.jpg,
津市美杉町,伊勢本街道北畠神社付近の集落の一角にあります。土地２６０坪に十分な広さの菜園用地が付いていて、数台駐車できるスペースもあります♪ 静かな場所にあり日当たり良好でのんびりとした良い雰囲気の古民家です♪ 古民家でお店をされたい方にも向いている物件です(*ﾟ▽ﾟ*),三重県,640,,三重県津市美杉町下多気  ,JR名松線　伊勢奥津駅から車で約１０分   ,,,4DK以上 ,858.33㎡　,64.46㎡　　,,"駐車場有り 
※ 土地２６０坪（畑地含む）
※ 菜園用地・駐車スペースあります！
※ 床・屋根補修いたしました！",great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21224&dp=,http://www.inakanet.jp/cgi-bin/database/file/21224-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21224-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21224-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21224-4.jpg,
伊賀市,敷地もゆったりで菜園スペースも有ります。自家菜園をして健康な生活を実現しましょう！ 子育て環境も良好です。ＪＲ関西線新堂駅(1.1㎞　歩14分)・スーパーオークワ伊賀新堂店(1.2㎞　歩14分　長時間営業の大型店舗　品揃え豊富　ATM設置)・ホームセンターコメリ伊賀店(1.3㎞　歩17分)・小中学校、保育園（1.3㎞　歩17分）・郵便局（1.7㎞　歩20分　近くに三重銀行支店やコンビニがあります）、内科医院は車５分です。,三重県,1580,,三重県伊賀市  ,JR関西線新堂駅新堂駅より1㎞  名阪国道御代インターより600m ,,,,613㎡,236.04㎡　　,昭和32年11月,※ 昭和61年増築リフォーム、現在リフォーム中です。,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21219&dp=,http://www.inakanet.jp/cgi-bin/database/file/21219-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21219-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21219-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21219-4.jpg,
松阪市飯南町	,三重県の南西部、櫛田川の支流・相津川をさかのぼった山里に位置する物件です。飯南町から相津峠を経て大台町を結ぶ旧街道沿いにあります。建物は昭和の香りのする建具等が残る、趣のある平屋建てです。敷地に隣接した130坪の畑で野菜作り等お楽しみください。周りに手つかずの自然が残る田舎暮らし物件です。,三重県,410,,三重県松阪市飯南町  ,伊勢自動車道勢和多気ICより１５km  JR/近鉄松阪駅より２８km ,,,3K 南西向き,697.63㎡　,72.72㎡,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21134&dp=,http://www.inakanet.jp/cgi-bin/database/file/21134-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21134-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21134-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21134-4.jpg,
松阪市上ノ庄町,松阪市街にほど近い田園地帯の集落に位置する物件です。敷地内には2階建ての古民家、納屋、庭と別棟の倉庫が建っています。母屋は修繕を要しますが、太い柱・梁・鴨居や建具は魅力的です。納屋は田園風景に面していますので、改修して店舗カフェ等に利用できそうです。,三重県,350,,三重県松阪市上ノ庄町  ,JR名松線上ノ庄駅１．２㎞  伊勢自動車道松阪ICより３．２㎞ ,,,4DK以上 南向き,321.21㎡　　,165.23㎡,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21089&dp=,http://www.inakanet.jp/cgi-bin/database/file/21089-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21089-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21089-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21089-4.jpg,
高山市荘川町,東海北陸自動車道の荘川インターを下車して飛騨高山方面へ車で５分程度の国道158号線沿いの中古（古民家）です。国道沿いとは、除雪が不要と言うこと。広い駐車スペースが確保され、道路向かいには、車庫もあります。田舎物件にしては珍しい下水道切替済。建物の裏には、家庭菜園用の畑があります。田舎にしては比較的近い小中学校や市役所支所、Ａコープ、郵便局もあります。,岐阜県,600,,岐阜県高山市荘川町三尾河字中屋  ,東海北陸自動車道　荘川ＩＣから3.3ｋｍ  ＪＲ高山線　高山駅から39ｋｍ ,,,4DK以上 ,"1,369.13㎡　　",254.2㎡,,駐車場有り ,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=20825&dp=,http://www.inakanet.jp/cgi-bin/database/file/20825-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/20825-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/20825-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/20825-4.jpg,
松阪市飯南町,国道166号線を櫛田川に沿って上流へ、飯南町より飯高町のさかいめにあります。お茶畑、製材所があちこち点在するのどかな田舎です。母屋は手直しが必要、2階建ての土蔵は手入れがされておりすぐに使えます。,三重県,300,,三重県松阪市飯南町有間野  ,伊勢自動車道「松阪」ＩＣより28キロ   ,,,4DK以上 南向き,769.47㎡,266.63㎡,,駐車場有り 2台,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=20480&dp=,http://www.inakanet.jp/cgi-bin/database/file/20480-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/20480-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/20480-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/20480-4.jpg,
伊賀市種生,土蔵2棟付。元・村長さんの邸宅。伊賀市旧青山町の近鉄大阪線「青山町」駅より、南へ約7キロ、車で約１０分、里山に民家が点在する中、周囲を田んぼに囲まれた高台に建つ、昔の村長さんの旧家を今回販売します。欅の大黒柱のある本格２階建の居宅と離家、本格土蔵二棟が立派な庭園の中に建っています。居宅は建築後、６０年ほど経過していますがそのまま利用可能で、トイレも水洗になっています。屋敷続きに菜園も付いており、永住も可能です。一目で格式のある旧家だとお分かりになると思います。是非一度 現地をご覧下さい。,三重県,1480,,三重県伊賀市種生字寺脇  ,名阪国道『上野東』IC　18.6㎞  近鉄大阪線『青山町』駅　7km ,,,4DK以上 ,"2,194.67㎡",347.65㎡,昭和33年,駐車場有り ,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=20347&dp=,http://www.inakanet.jp/cgi-bin/database/file/20347-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/20347-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/20347-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/20347-4.jpg,
津市美杉町,旧一志郡美杉村の多気という集落に位置する物件です。南側を清流雲出川の支流・立川川が流れ、山里特有の澄み切った空気感が漂っています。屋敷に面して旧伊勢本街道が通り情緒あるのどかなロケーションです。母屋は大正時代の建物で昔なつかしい五右衛門風呂やかまどが残っています。現在空き家になっていますので少し修繕を要します。近くの道の駅「美杉」は何かと便利です。広い敷地に畑のある田舎暮らしおすすめ物件です。,三重県,230,,三重県津市美杉町  ,ＪＲ名松線伊勢奥津駅より５．８㎞  伊勢自動車道久居ＩＣより３９㎞ ,,,4DK以上 南向き,890.75㎡,65.12㎡,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=19038&dp=,http://www.inakanet.jp/cgi-bin/database/file/19038-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/19038-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/19038-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/19038-4.jpg,
北牟婁郡紀北町,伊勢と紀伊の国境、紀伊長島町の東長島という集落に位置する物件です。建物は築90年の古民家で躯体はまだまだしっかりとしています。トイレと風呂が現況有りませんので新設を要します。敷地は広々としていますので、菜園用地も確保できます。近くには熊野古道・ツヅラド峠、銚子川、秘湯・有久寺温泉、道の駅マンボウ等があります。海まで歩いて５分、絶好の岩場があります。,三重県,300,,三重県北牟婁郡紀北町  ,JR紀勢本線紀伊長島駅より７００ｍ  紀勢自動車道紀伊長島ICより１８００ｍ ,,,3K 南向き,386.75㎡,84.29㎡,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=18493&dp=,http://www.inakanet.jp/cgi-bin/database/file/18493-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/18493-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/18493-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/18493-4.jpg,
津市美杉町,三重と奈良の県境付近、旧一志郡美杉村の多気という集落に位置する物件です。地区内に旧伊勢本街道、多気宿、北畠氏館跡、霧山城跡などが点在する歴史情緒あふれるところです。築100年を超す建物で、重厚な柱・梁・鴨居、風情のある建具・床の間などとても味わい深い古民家です。広々とした屋敷には蔵、庭、井戸に菜園地もあります。古民家ファンの方、カフェや料理店をお考えの方必見の稀少物件です。,三重県,680,,三重県津市美杉町  ,伊勢自動車道久居ＩＣより３６㎞  ＪＲ名松線伊勢奥津駅より６．２㎞ ,,,4DK以上 南向き,698.21㎡,201.65㎡,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=17866&dp=,http://www.inakanet.jp/cgi-bin/database/file/17866-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/17866-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/17866-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/17866-4.jpg,
高山市松之木町,｢古い町並み｣の観光名所がある飛騨高山の中心から国道158号線を東へ３km。南西向きの山際に広い敷地と大きな土蔵がある古民家です。母屋は平成18年に１階をリフォームされました。２階は造作途中。玄関に入るといきなり薪ストーブがあり、室内は所々に昔の味わいが残っている造りとなっています。正面の門の右隣には横列３台の駐車が可能なシャッター付き車庫があります。町の中心に近く、生活するのに利便性の良い古民家です。,岐阜県,2500,,岐阜県高山市松之木町  ,ＪＲ高山線　高山駅から3.3ｋｍ　徒歩42分  松之木農協前バス停より390ｍ　徒歩5分 ,,,4DK以上 ,677.32㎡,268.35㎡,昭和58年,"駐車場有り 3台
※ 近隣には、診療所やＪＡ支店、駐在所、コンビニ、銀行、薬屋さん、食品スパー、中学校など生活するには便利な立地です。",great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=16671&dp=,http://www.inakanet.jp/cgi-bin/database/file/16671-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/16671-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/16671-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/16671-4.jpg,
飛騨市宮川町,ＪＲ高山線の打保駅からわずか２６０ｍで行けるリフォームの要らない古民家です。太い柱や梁が使われており部屋数も多い建物です。土蔵や車庫、山林から流れ出る清流の先には池があります。裏庭には柿・栗の木があり菜園ができる畑もあります。鮎が釣れる宮川へは１００ｍ。自然が溢れる山村での田舎暮らしには最適な物件です。詳細説明文をお渡しします。（現在賃貸中）※この物件は賃貸中ですので、内覧を希望される場合は必ず担当者と打合せてからにして下さい。,岐阜県,1940,,岐阜県飛騨市宮川町打保  ,ＪＲ高山線 打保駅まで 260ｍ  富山空港まで 車で45分 ,,,4DK以上 東向き,"1,643.36㎡",551.23㎡　,明治30年,駐車場有り 4台,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=15312&dp=,http://www.inakanet.jp/cgi-bin/database/file/15312-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/15312-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/15312-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/15312-4.jpg,
八女市星野村,"日本全国でも有数の星空がある自然豊かな星野村の物件。建物は100年以上の歴史がある古民家で、田舎暮らしや別荘地に最適な物件です！ また植栽樹（栗→３本,柿→１本,さくらんぼ→１本,プラム→２本,カボス→１本,ブルーベリー→１本）と家具付きでご紹介いたしてます！",福岡県,1880,,福岡県八女市星野村  ,バス停 星野小学校前 停歩15分   ,,,4DK以上 ,668.41㎡,140㎡　　,1900年04月,"駐車場有り 2台
※ 囲炉裏、水車と美麗な川、星野村小学校徒歩10分",great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=20285&dp=,http://www.inakanet.jp/cgi-bin/database/file/20285-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/20285-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/20285-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/20285-4.jpg,
苫田郡鏡野町,土間のある古民家。太い大黒の昔懐かしい建物。建物の周辺で家庭菜園が楽しめる。美味し井戸利用。風呂無し。上齋原温泉まで約２㎞、奥津温泉まで約４ｋｍ。山奥で田舎暮らしが楽しめる。上水道引き込み可能。,岡山県,450,,岡山県苫田郡鏡野町下斎原  ,ＪＲ姫新線 院庄駅より 約27km  中国自動車道 院庄インターより 約26km ,,,4DK以上 西向き,"1,110㎡",,,駐車場有り ,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=22225&dp=,http://www.inakanet.jp/cgi-bin/database/file/22225-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/22225-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/22225-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/22225-4.jpg,
福山市沼隈町,明治時代（1891年頃）の大きな古民家。土蔵、離れ、物置などが付いている（建物の状態は、悪い）。役場、銀行、病院やスーパーまで約2㎞圏内で生活便利。トイレは水洗になっている（浄化槽）。気候温暖な瀬戸内海まで約50m、釣りやマリーンスポーツが楽しめる。母屋の屋根裏は太い梁が使われている。屋根裏や土蔵に古い生活道具が沢山残っている。空き家になって約4年、畑は駐車と庭になっている。ひなびた小さな集落の中にある。建物の前は造船場。道の駅「アリストぬまくま」まで約2㎞、新鮮な魚や野菜が手に入る。,広島県,700,,広島県福山市沼隈町常石  ,JR山陽線　福山駅より　約２３㎞  山陽自動車道　福山東インターより　約２９㎞ ,,,4DK以上 ,872㎡,,,駐車場有り ,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21946&dp=,http://www.inakanet.jp/cgi-bin/database/file/21946-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21946-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21946-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21946-4.jpg,
備前市閑谷,まとまった広い土地の古民家。約１２年前にリフォーム済。原野で家庭菜園や果樹栽培が楽しめる。県道に面した原野を駐車場にできる。農家レストランや民宿などに利用できる。瀬戸内海まで約３㎞、国宝「閑谷学校」まで約２㎞。ペットなどと田舎暮らしが楽しめる。,岡山県,1580,,岡山県備前市閑谷  ,ＪＲ山陽本線　吉永駅より　約６ｋｍ  山陽自動車道　備前インターより　約６㎞ ,,,4DK以上 南向き,"2,073㎡",204㎡　,,駐車場有り ,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=21367&dp=,http://www.inakanet.jp/cgi-bin/database/file/21367-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/21367-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/21367-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/21367-4.jpg,
三次市甲奴町,周囲の民家より離れている古民家。家庭菜園や果樹栽培が楽しめる。広い納屋で木工などの趣味が楽しめる。ペットなどとのんびり田舎暮らしが楽しめる。沢水利用。,広島県,600,,広島県三次市甲奴町福田  ,JR福塩線　甲奴駅より　約５㎞  尾道自動車　甲奴インターより　約８㎞ ,,,4DK以上 南向き,"1,468㎡　",,,,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=20805&dp=,http://www.inakanet.jp/cgi-bin/database/file/20805-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/20805-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/20805-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/20805-4.jpg,
新見市新見,武家屋敷跡の築約１３０年の古民家。城山公園近くの広い敷地と渡り廊下でつながった広い建物。落ち着いた日本庭園と趣のある茶室がある。小学校、図書館、裁判所、病院に近い文教地域。レストラン、喫茶店、民宿などにも利用可能。バス停に近く生活便利。元医院。蔵と物置あり。,岡山県,3000,,岡山県新見市新見  ,中国自動車道　新見インターより　約３㎞  ＪＲ伯備線　新見駅より　約２㎞ ,,,4DK以上 東向き,726㎡,,,駐車場有り ,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=20775&dp=,http://www.inakanet.jp/cgi-bin/database/file/20775-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/20775-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/20775-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/20775-4.jpg,
美作市小房,京都大原を思わせる風景が広がり、周囲の山が一望できる。リフォーム済の古民家。家の前の畑で家庭菜園が楽しめる。果樹園で四季おりおりの果物が堪能できる。吹き抜けの囲炉裏部屋で友人たちと歓談が楽しめる。母屋内部はほとんど無垢材で改修され、大きな檜風呂もある。状態の良い土蔵は、オーデオルームとしても使用できる。現在ある農機付き。,岡山県,1980,,岡山県美作市小房  ,中国自動車道　美作インター　より約15㎞   ,,,4DK以上 南向き,"2,697㎡",,,駐車場有り ,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=18420&dp=,http://www.inakanet.jp/cgi-bin/database/file/18420-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/18420-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/18420-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/18420-4.jpg,
熊谷市箕輪,緑豊かなエリアに後世に引き継いで行きたい手入れ不要の古民家です！ １階の一部をギャラリースペースに改装、十和田石の石風呂・水洗トイレを増築、キッチンシンクの交換リフォーム済み。２階は広い板間のオープンスペースと和室２室に改修済み。旧庄屋宅を物語る黒光りする柱・梁は圧巻。白い漆喰の大きな蔵も魅力。お庭には季節によりタケノコ・梅・ゆず・びわ・きんかんの収穫も楽しむことが出来ます。アートスペース、古民家喫茶・そば処、民泊などに最適です。,埼玉県,7800,,埼玉県熊谷市箕輪  ,熊谷駅バス約２０分　「水穴」徒歩１５分   ,,,4DK以上 ,"3,027.07㎡　",265.55㎡,,駐車場有り 2台,great,,http://www.inakanet.jp/cgi-bin/database/database.cgi?cmd=dp&num=22239&dp=,http://www.inakanet.jp/cgi-bin/database/file/22239-1.jpg,http://www.inakanet.jp/cgi-bin/database/file/22239-2.jpg,http://www.inakanet.jp/cgi-bin/database/file/22239-3.jpg,http://www.inakanet.jp/cgi-bin/database/file/22239-4.jpg,
